tweets
long time coming and excited to finally announce
year of preparation
go for the gold ladies cannot wait to watch some of the best hockey ever we are so proud of you
the countdown begins
love my family
london town wif my baby hailey bieber
virgil was here
watch me perform at the rd annual a home for the holidays at  this sunday at pm etpm pt on
wandered to la out now
tonight
we lost a real one rest in paradise king
how r u real and why did you decide i was worthy to be your husband im shook everyday love u baby
you my queen are more than enough for me and i will spend everyday making you feel like the queen that you are as your grandma would say in her portuguese accent happy bursday baby love you until the end of time and then after that
you are my forever life has never made more sense until you became my wife i will never stop loving you i will never stop holding you and i will never stop protecting you
to my beloved birthday squish my heart belongs to you my eyes belong to you my lips belong to you i am yours i am so blessed to be yours
i cant believe you are  years old you are such an amazing sweet handsome special boy and im honored to be your big brother
happening nov    here
lonely christmas
ready
what a great day with my boy
today  pm pt  pm et  join me here
if youre an american express cardmember you can get early access to  tickets in select eu amp anz cities terms apply supply is limited details here
part
part
hailey bieber x
hailey bieber x
love to see it
see you live in the metaverse tomorrow    sign up
see you live in the metaverse tomorrow    sign up
justice world tour with special guest
"justice world tour 
international tickets on sale friday"
love you my brother
thanks  for having me the other night in minneapolis  what a night
"pm pt
sign up at  sign up"
this is my brother  you such an amazing person you inspire me everyday
check out the podcast on marriage hailey and i did with  and
rockin around the christmas tree out now
vegas cant wait see you tonight at am
complete edition with  additional tracks
what they said
unreleased songs friday red eye angels speak hailey
our world out on oct th
join me on oct nd tix on sale
this movie embodies teamwork and living with a purpose cant wait for you to see it thank you to everyone involved
"excited to support  and help underserved kids
click here to learn more"
"today is the last day to bid on this amazing project

medishare  haiti is on the ground providing critical medical care and distributing food and hygiene kits to families affected by the devastating  earthquake in haiti"
experience ghost in  atmos
is on the ground providing critical medical care and distributing food and hygiene kits to families affected by the devastating  earthquake in haiti we have set up an auction with  to raise funds for their lifesaving work
sign up via the link
friday
thank u for letting me jump on the song of the summer essence remix out tonight
been planning this one for a while im heading to vegas and im taking some friends  sign up for more info
you outside stay right there
stay montage
stay out now
friday
presave to unlock the cover
justice on vinyl
july
what you see  culture iii
see you in vegas
peaches merch
peaches remix
you boys around tonight
tonight
justice world tour  presented by  on sale now
"let it go video out right now   

video by"
justice world tour  presented by
justice listening party starts now
"justice listening party
tomorrow pm pst"
dont miss it in  minutes live from paris with the wetheband
come check out this live from paris experience on youtube
thank you
live from paris april th pm pst
performing at  in atl on april  ppv tickets
thank you for all the love and support of  and
your album and doc are amazing   so happy and proud of you
freedom on all platforms
checkout holy on
lonely on  now
wow
live on clubhouse with the crew
love you guys thank you for all the incredible support had to add songs to thank you
anyone live
justice triple chucks deluxe out now
go checkout my new hold on performance on
on the set of
you guys wanted red eye on my store
i get the feeling so im sure
justice
video out now
the album out now
hanging with  before the album and  music video drop
less than an hour
hours
"in honor of  im supporting organizations that embody what justice looks like in action

         

you can help too"
peaches video pm pst
thanks
tonight
less than  hours
peaches video friday
days
i got my peaches out in georgia
days
my second collab with  is dropping around the  tomorrow and it comes with socks
days
days
tonight
days
one week
thanks
dropping my second collab with  and  on  you know i rock my crocs with socks so this time theyre included
justice
a love letter to the  special thanks to the leafs and the
preorder  on itunes
on the set of
you need the connection but you cant get close
your looking for answers in a place unknown
oscar wants you to watch the hold on video
out now
about to go live with my brother
see you tonight
hold on video tonight
call if you need somebody i will be there for you
hold on friday
this is me doing a small part my part i want to continue the conversation of what justice looks like so we can continue to heal
i know that i cannot simply solve injustice by making music but i do know that if we all do our part by using our gifts to serve this planet and each other that we are that much closer to being united
suffering injustice and pain can leave people feeling helpless music is a great way of reminding each other that we arent alone music can be a way to relate to one another and connect with one another
in a time when theres so much wrong with this broken planet we all crave healing and justice for humanity in creating this album my goal is to make music that will provide comfort to make songs that people can relate to and connect to so they feel less alone
the album march th preorder now
did a cool performance with  peep it on youtube
reair am pst
from the drew house
