tweets
shocked amp deeply saddened by the terrible accident that led to the death of channel  reporter sadaf naeem during our march today i have no words to express my sorrow my prayers amp condolences go to the family at this tragic time we have cancelled our march for today
for all those spreading rumours about my mtg in lahore the reason we returned was bec lahore was closer amp we had already decided not move at night the only demand i have had for  mths is date for early fair amp free elections that will be the only demand if talks are to be held
congratulations to abid zuberi on his election as president scba
we saw a foreign abetted regime change conspiracy taking place sending pak into chaos but senior judiciary continues to remain aloof when will the judiciary move to act against state institutions that are defying all laws amp violating the constitution it is high time they did
amp safeguarded against excesses by the state amp govt we have seen citizens politicians journalists amp human rights defenders intimidatedarrested charged with terrorism amp incitement to mutiny torturedwe see fake cases misuse of power by different executive branches expanding
arshad sharifs murder has sent shockwaves across pak it has highlighted an ongoing targeting of anyone who dares to criticise or question those holding powerwhen will our senior judiciary act to ensure our citizens fundamental rights enshrined in the constitution are protected
my prayers and condolences go to his grief stricken family
a proper judicial investigation must be instituted to examine his own statements plus evidence that other sources have we have descended into a state of brutality unknown in civilised society indulged in by the powerful against those who dare to criticise amp expose wrongdoings
shocked at the brutal murder of arshad sharif who paid the ultimate price for speaking the truth  his life he had to leave the country amp be in hiding abroad but he continued to speak the truth on social media exposing the powerful today the entire nation mourns his death
saddened to learn of young pti tiger taha sheikhs death on th oct he was shot in front of his house in what looks like a targeted hit taha  succumbed to his injuries amp passed away sindh police has yet to arrest the culprits my prayers amp condolences go to his family
"strongly condemn the attack on pti karachi president mpa bilal ghafar by ppp goons lead by their mpa saleem baloch
surprised to see that police has still not registered fir against the attackers even when many of them were eyewitness to this assassination attempt on bilal"
everyone must turnout to vote in all the constituencies where bye elections are being held today this is a referendum for haqiqi azadi from the cabal of crooks we are contesting against all of pdm the election commission and namaloom afraad
my greatest worry is that apart from leading us to economic ruin amp with nro for themselves giving a license to white collar criminals to plunder the country this govt will also end up completely compromising our national security
"across the world when has pakistan shown aggression esp postnuclearisation equally impthis
biden statement shows total failure of imported govts foreign policy amp its claims of reset of relations with us is this the resetthis govt has broken all records for incompetence"
which he dispenses according to our deeds those who have allowed the biggest criminals not only to evade accountability after stealing billions from the nation but to come to power again are destined to be humiliated
azam swatis custodial torture for a tweet on nro  is yet another shameful act in our history can torture amp intimidation make people respect any individual or institution the holy quran teaches us respect amp humiliation are solely in allahs jurisdiction
is responsible for the bugging amp who is leaking out the audios many of which are editeddoctored this is critical bec sensitive security issues are amp have been illegally recorded amp subsequently hacked implying confidentiality of paks national security has been exposed globally
the audioleaks are a serious breach of national security as they call into question the entire security of the pmo pmh as pm my secure line at my residence was also bugged we intend to go to court to estab authenticity of leaks amp then form jit to investigate which intel agency
above all they have given themselves immunity from their corruption cases worth  billion
"i thank our overseas donors who waited patiently while we were setting up an account to facilitate floodrelief donations details as follows
title insaf relief foundation 
no 
southwestern national bank  west ball road suite 
anaheim ca 
tel"
i also want to thank millions of donors amp supporters who make it possible for us to continue providing world class cancer treatment completely free of charge to over  of our patients i have always said there is nothing we cant achieve as a nation if we put our minds to it
as well as our diagnostic centres in karachi amp lahore have all been awarded the jcis gold seal of approval the global gold standard for excellence in quality healthcare i want to thank the thousands of people who work at shaukat khanum for their hard work and dedication
i am delighted to announce that shaukat khanum has become only the second organisation in the world to be awarded full enterprise accreditation by the joint commission international after a gruelling threeweek survey in augsept  our hospitals in lahore amp peshawar
congratulations to crown prince mohammed bin salman on being appointed prime minister of the kingdom of saudi arabia your friendship amp support for pakistan is invaluable and with your vision you will usher the kingdom into a new era
tragic army heli crash in which  soldiers were martyred near khost harnai balochistan my deepest condolences and prayers go to the families of these brave soldiers
including three barrages conserving  bn litres of water for much needed aquifer of lahore rakh jhok initiated last yr is part of  acres of reforestation environment plan embankments will be built with innovative method of using natural soil to prevent flooding
tasked with converting dead capital into viable transactions channeling wealth generation for the country similar projects with immense potential will be launched across punjab leading to econ growth amp prosperity by providing multiple opportunities for domestic amp fdi
imported govt is completely directionless the only achievement of this cabal of crooks has been to get another nro for the billions they looted from pakistan the question the whole nation is asking is who is responsible for this conspiracy against pakistan
in terms of growth rate  industry agriculture employment construction exports remittances amp tax collection  at an all time high now pakistan faces unprecedented inflation hitting everyone unemployment food insecurity amp rupee in freefall
imf amp world bank reports show this imported govt has failed to prevent economy going into tailspin despite inheriting a stabilised economy moving on an upward trajectory this was reflected in the economic survey which identified our econ  performance as the best in past  yrs
their desperation led to their blacking out our telethon for flood relief today they raided senator saif nyazees home amp took away his cell amp computer imported govt amp handlers are pushing us to the wall i am warning them there will be consequences they will have to face
on the one hand imported govt telling us to stop doing politics bec of floods amp on the other hand they are increasing their level of harassment amp false cases against us persecuting journalists who give our views a voice suspending tv channels amp youtube to prevent my coverage
we know your cabal of crooks amp handlers are petrified of pti popularity but if you are not responsible for violating our constitutional rights amp int commitments on freedom of press amp speech then it is your responsibility to inform nation who is responsible for these actions
question for shahbaz sharif are you out of ptifear responsible for media gags on us threat amp violence against journalists amp fake cases against them forcing blackout of pti amp myself from tv amp youtube amp the callous act of trying to blackout my flood relief telethon
despite all this we managed to raise rs  billion in just  hours i want to thank everyone who pledged incl our overseas pakistanis especially those based in the us
this shows how petrified they are of our rising popularity amongst the nation also they know no one trusts them with their money given their record of loot amp plunder so they sought to deny fundraising to aid flood victims just to get at me amp my party unbelievable callousness
imported govt of cabal of crooks amp their handlers stooped to new lows last night when they tried to blackout my telethon for flood relief fund raising first they pressured channels not to air telethon when some channels continued to air telethon they threatened cable operators
"tomorrow our gujranwala jalsa will be  last of our present phase of haqiqi azadi movement i will announce the next critical phase at the jalsa imported govt amp its handlers are so petrified that nation is standing firmly behind pti they are desperately 
moving on minus  formula"
interested only in saving its looted wealth through nro this fascist govt of cabal of crooks amp their backers are willing to harm the interests of pakistan simply out of fear of ptis soaring popularity utterly callous amp unacceptable
imported govt is so fearful of the nation rising in support of my message of haqiqi azadi that they are imposing complete blackout of my speeches not only from mainstream media but also by blocking youtube digital censorship hurts entire it sector amp damages paks image globally
am following intense propaganda launched by pdm cabal of crooks against methis stems from their being petrified of ptis soaring popularity today in peshawar jalsa i will give proper reply to all those who have deliberately been distorting my words to malign meenough is enough
i just met my team amp am now devising a policy of how we can contribute to alleviate the suffering of the people of sindh from the devastating floods we will start by donating rs  billion from the funds collected from the telethon
in addition the three barrages that are part of ruda shall conserve water thereby recharging our depleting groundwater
in ravi city ruda successfully conducted tests to convert toxic waste water into water fit for aquatic life these treatment plants shall be the first of their kind on municipal level to convert ravi into fresh perennial body
as pakistan is ravaged by floods our people need to understand the disastrous impact of global climate change that results in droughts amp then floods its imperative that we bring major changes to our environment through forests dams barrages amp waste water treatment plants
congratulations team pakistan for a great fight back and win and for keeping your nerve under pressure this was a much needed morale booster for the nation at a difficult time
i want to thank the people of pakistan especially our overseas pakistanis for donating so generously last night in the three hours of our telethon we had pledges of rs  billion
let me make clear that our movement for haqeeqi azadi will continue alongside our flood relief work
