tweets
we are united in our effort to defeat the invisible china virus and many people say that it is patriotic to wear a
congratulations allen great job
so we catch obama amp biden not to even mention the rest of their crew spying on my campaign and nothing happens
the radical left democrats who totally control biden will destroy our country as we know it unimaginably bad thi
i am in  flying to the great state of texas it is amazing in watching  how different they a
mailin voting unless changed by the courts will lead to the most corrupt election in our nations history
strong stock market numbers you want to see them dive vote for the radical left with their big tax hikes
in my view general flynn should never have been prosecuted in the first place  judge andrew napolitano
you will never hear this on the fake news concerning the china virus but by comparison to most other countries wh
tremendous progress being made on vaccines and therapeutics
looking forward to live sports but any time i witness a player kneeling during the national anthem a sign of grea
thank you for the good reviews and comments on my interview with chris wallace of  we may have set a recor
we must protect our national parks for our children and grandchildren i am calling on the house to pass the great
recently watched failed rino tom ridge former head of homeland security trying to justify his sudden love of the
we did great things but it doesnt matter to the dems
john bolton is with the exception of hillary by far the worst offender of them all
great but did maga have anything to do with this great ratings success
liz cheney is only upset because i have been actively getting our great and beautiful country out of the ridiculous
i am deeply saddened by the loss of my friend charles evers charles was a trail blazer in politics and a fearless
i spoke to highly respected chairman senator  who has informed me that he will not be changing the nam
great job by  in agreeing to build in texas what is expected to be the largest auto plant anywhere in th
the great jim ryun will be honored this morning at the white house with the presentation of the presidential medal
will be interviewed by  tonight at  pm on  enjoy
welcome back baseball
white house press conference at  pm live
the suburban housewives of america must read this article biden will destroy your neighborhood and your american d
obama who wouldnt even endorse biden until everyone else was out of the primaries and even then waited a long ti
the democrats have stated strongly that they wont approve a payroll tax cut too bad it would be great for work
my administration is closely monitoring hurricane douglas off hawaii amp hurricane hanna which has now made landfall
and to joy his wonderful wife who he loved so much my warmest condolences
one of the greats in the history of television regis philbin has passed on to even greater airwaves at  he was
many democrats are leaving the party over calls to defund the police    g
the democrats in the house are trying to undo my big win travel ban bill which successfully keeps very bad and dan
to virtual pennies epipens went from their incredibly high jacked up prices to lower than their original giv
yesterday i signed four measures that will massively reduce the prices of prescription drugs in many cases by more
congratulations jim it was a great and beautiful event well deserved
wow win in
so obama and his team of lowlifes spied on my campaign and got caught  open and shut case more papers released t
approval rating in the republican party thank you
congratulations
would destroy our american cities and worse if sleepy joe biden the puppet of the left ever won markets wo
the fake news media is trying to portray the portland and seattle protesters as wonderful sweet and innocent peo
make america great again
so disgusting to watch twitters socalled trending where sooo many trends are about me and never a good one t
anarchists agitators or protestors who vandalize or damage our federal courthouse in portland or any federal buil
homeland security or federal forces are little involved in seattle other than we have a large standby team in case
rigged election and everyone knows it
where is justice
he is and people are not happy about it the washington post is a political front for amazon nobody treated ronal
nice
we do more testing than any country in the world by far over  million tests fake news  says we should do m
the protesters are actually anarchists who hate our country the line of innocent mothers were a scam that lame
the  election will be totally rigged if mailin voting is allowed to take place amp everyone knows it so much t
because of my strong focus on the china virus including scheduled meetings on vaccines our economy and much else
the lamestream media including  which has really checked out is refusing to show what is really going on
there is no way a place like pennsylvania can vote for the radical left and their puppet joe biden when they are
so the washington post is running the reagan foundation and rino paul ryan is on the board of fox which has been
the trump campaign has more enthusiasm according to many than any campaign in the history of our great country
crazy nancy pelosi said i made a mistake when i banned people from infected china from entering the us in january
brett loves wisconsin mississippi and minnesota a good golfer  hits it long
this week you had joe biden call arizona a city nothing matters with him however because the opposition party l
thank you jon
law amp order
sleepy joe biden is just a trojan horse for the radical left agenda he will do whatever they want
the plus selfhelp for people who hate selfhelp by the very smart and witty  is on sale now it i
great going to a very talented group
vote these people out they are crazy
be able to produce what i have so when you see those nasty ads from big pharma remember the only reason they
big pharma is taking television ads trying to make the case that i am raising prescription drug prices on seniors
nadler calls antifa violence a myth   they are anarchists with miles of tape showing their illeg
germany pays russia billions of dollars a year for energy and we are supposed to protect germany from russia what
check out this mailin voting experiment by a local news station
new york mailin voting is in a disastrous state of condition votes from many weeks ago are missing  a total mess
reported incorrectly what the federal government is doing with respect to portland we are demanding that
great to be in texas
do not stop the crime and violence from the anarchists and agitators immediately the federal government will go
if the federal government and its brilliant law enforcement homeland didnt go into portland one week ago there
just landed in the great state of texas
i was on air force one flying to the great state of texas where i just landed it is amazing in watching
with biden drug prices will quadruple after many years the game is finally up for big pharma and theyre not
the drug companies are spending millions of dollars in advertising against me only because i am lowering drug pric
your housing prices will go up based on the market and crime will go down i have rescinded the obamabiden affh rule enjoy
i am happy to inform all of the people living their suburban lifestyle dream that you will no longer be bothered or
if congress doesnt bring fairness to big tech which they should have done years ago i will do it myself with exe
renostead airport has big bucks coming its way im designating over  million from  to reconstruct the a
big bucks are on their way to  over  million designated to wilmington international from  to
i am designating  million from  to many airports in ohio including   and se
great news for florida  million will be sent to  from  for airport improvements and safety
i am designating m from  for  airports across pennsylvania  northeast philadelphia airpor
texarkana regional airport has a major grant coming its way from  im designating  million to reconstruc
great to spend time with mike singletary while going to texas hes one of the greatest football players ever  a s
my administration has been focused on finding treatments for coronavirus if youve recovered from coronavirus don
as the wall goes up illegal crossings go down this past week we built over  miles of wall at our southern borde
we are going to win the  election big
must know election results on the night of the election not days months or even years later
glad i was able to get the very dishonest lamestream media to finally start talking about the risks to our democrac
the phone with his amazing wife gloria daughter melanie and son vincent to express my deepest condolences to
my friend herman cain a powerful voice of freedom and all that is good passed away this morning herman had an in
support patio pizza and its wonderful owner guy caligiuri in st james long island ny great pizza
drug prices will soon be lowered massively big pharma drug companies are advertising against me like crazy becau
kate brown governor of oregon isnt doing her job she must clear out and in some cases arrest the anarchists amp
with universal mailin voting not absentee voting which is good  will be the most inaccurate amp fraudulent e
major china virus flare ups in many of the countries that the fake news was touting as doing so well some of these
mailin voting is already proving to be a catastrophic disaster even testing areas are way off the dems talk of f
peggy noonan a concast msdnc  puppet doesnt have a clue and hasnt for many years never got the trump t
jake this wasnt a trump rally but rather a very successful gathering of the great sheriffs and law enforcement
wrong we have more cases because we have tested far more than any other country  if we tested less th
homeland security is not leaving portland until local police complete cleanup of anarchists and agitators
obama worked harder for hillary clinton and the losing clinton campaign than she worked for herself now hes worki
we have more cases because we do more testing its lamestream media gold
we beat obama  years ago he worked harder than crooked hillary and well do it again
im with you all the way thank you
i am thrilled to be back in my home state of floridaand honored to receive the endorsement of dozens of incredible
the democrats are holding back the  to  family of four checks that were ready to be sent out
very disappointed in  for blocking the temporary extension of the  unemployment benefits the do not
pelosi amp schumer blocked desperately needed unemployment payments which is so terrible especially since they full
pelosi amp schumer have no interest in making a deal that is good for our country and our people all they want is a
an outstanding man and one of the best ambassadors ever japan is running an excellent campaign
we just got  in rasmussen and much higher in our internal polls we are doing a new ad campaign on sleepy joe b
great job by jim jordan and also some very good statements by tony fauci big progress being made
our massive testing capability rather than being praised is used by the lamestream media and their partner
somebody please tell congressman clyburn who doesnt have a clue that the chart he put up indicating more cases f
death penalty he killed and badly wounded many justice
make america great again
congressman blaine luetkemeyer  is doing a terrific job for missouri as a small businessman he hel
congresswoman vicky hartzler  works hard for the people of missouri she strongly supports our in
congressman sam graves is doing an incredible job for missouri he fights for american energy independence defends
congressman billy long  fully supports our america first agenda he strongly supports our wall protects
congressman dan newhouse  is doing a phenomenal job for washington state he is strong on the econom
cathy mcmorris rodgers  has been a tremendous advocate for the people of washington state she supports o
congressman jason smith  is a conservative warrior for missouri he helped us cut your taxes build
dale crafts  will be a tremendous congressman for maine an experienced businessman dale knows how
big flare ups in europe fake news usa doesnt like talking about this
biden to raise taxes by  trillion dollars actually it will be much more than that and much of it on nonsense
very excited to see s long awaited new book live free or die america and the world on the brink
a great new book defender in chief donald trumps fight for presidential power written by celebrated constitut
i actually agree with this too much income disparity changes must be made and soon
thank you
wow really bad tv ratings for morning joe   doing great leading all others by far  not a factor
approval rating in the republican party  in new rasmussen poll higher than obama at this point in time thank you
cases up because of big testing much of our country is doing very well open the schools
fake news is the enemy of the people
with the exception of new york amp a few other locations weve done much better than most other countries in dealing
in an illegal late night coup nevadas clubhouse governor made it impossible for republicans to win the state pos
and ruined the federal government must again seek the death penalty in a doover of that chapter of the origin
rarely has anybody deserved the death penalty more than the boston bomber dzhokhar tsarnaev the court agreed that
astronauts complete first splashdown in  years very exciting
great to have nasa astronauts return to earth after very successful two month mission thank you to all
when you see the drug companies taking massive  television ads against me forget what they say which is false y
big china virus breakouts all over the world including nations which were thought to have done a great job the fa
was in the great state of texas this week and explained that the radical left do nothing democrats headed up by th
madison is a star who loves the usa and his great state north carolina will fight for military vets nd amendme
thats because it is mostly fake news
hunter  meadow is proud of you so am i congratulations
this is outrageous must be met with immediate litigation
whether you call it vote by mail or absentee voting in florida the election system is safe and secure tried and t
big pharma is taking ads against me because i am massively lowering your drug prices which is obviously not good f
happy th birthday
people are not happy that players are not standing for our national anthem
open the schools
my visits last week to texas and florida had massive numbers of cheering people gathered along the roads and highwa
record high nasdaq it would all come crashing down including your jobs stocks and ks if sleepy joe ever be
so crazy nancy pelosi said horrible things about dr deborah birx going after her because she was too positive on
nevada has zero infrastructure for mailin voting it will be a corrupt disaster if not ended by the courts it wil
make america great again
i will be interviewed on  at  am enjoy
nasa was closed amp dead until i got it going again now it is the most vibrant place of its kind on the planetand
for those that thought i wasnt into the environment this is the biggest bill ever passed by far i wonder if thi
a great race run by roger against a very tough and smart opponent roger loves kansas and will represent it incredi
there is tremendous lawlessness in americas liberal cities would be so easy to stop but they have a clouded visio
great meeting today with the coronavirus task force in the oval office stay informed at
"the wall street journal

trump wins in portland

something big has changed in portland ore after weeks of chao"
i am deeply saddened by the tragic loss of eight marines and one sailor during a training exercise off the coast of
today we celebrated the passage of landmark legislation that will preserve americas majestic natural wonders pric
pelosi and schumer only interested in bailout money for poorly run democrat cities and states nothing to do with c
great jobs numbers
after yesterdays statement sleepy joe biden is no longer worthy of the black vote
this is the biggest political crime and scandal in american history hopefully for the good of our country it is
thank you
i called the politicization of the china virus by the radical left democrats a hoax not the china virus itself ev
we will win ohio even bigger than we did in   maga is stronger than ever before
just like radical left new york is trying to destroy the nra if biden becomes president your great second amendmen
joe biden unlike the african american community  the latino community is an incredibly diverse community
just departed for the great state of ohio
upon departing the oval office for ohio ive notified my staff to continue working on an executive order with resp
how can voters be sending in ballots starting in some cases one month before the first presidential debate move
two wonderful people
sally yates is either lying or grossly incompetent it is not possible she could have known so little about dirty c
a very big congratulations to the great  on having the number one book on the planet live free or die
cities across the nation that are run by democrats are in shambles matt walsh
congressman scott desjarlais  has been a tremendous advocate for tennessee one of my earliest suppo
drain the swamp
big news the political crime of the century is unfolding obamabiden illegally spied on the trump campaign both b
every time you see a negative big pharma commercial against me remember it means your drug prices are coming way down
sally yates has zero credibility she was a part of the greatest political crime of the century and obamabiden kne
